Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
Kohl's,1197831,2021-10-21,South,Oklahoma,Oklahoma City,Women's Apparel,30.000000000000004,325,97500.00000000001,39000.00000000001,0.4,Online
Kohl's,1197831,2021-11-20,South,Oklahoma,Oklahoma City,Men's Street Footwear,25.00000000000001,475,118750.00000000004,47500.00000000002,0.4,Online
Kohl's,1197831,2021-11-20,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,15.000000000000014,300,45000.000000000044,15750.000000000015,0.35,Online
Kohl's,1197831,2021-11-20,South,Oklahoma,Oklahoma City,Women's Street Footwear,25.000000000000018,245,61250.000000000044,24500.00000000002,0.4,Online
Kohl's,1197831,2021-11-20,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,55.000000000000014,300,165000.00000000003,66000.00000000001,0.4,Online
Kohl's,1197831,2021-11-20,South,Oklahoma,Oklahoma City,Men's Apparel,75.00000000000001,275,206250.00000000003,72187.5,0.35,Online
Kohl's,1197831,2021-11-20,South,Oklahoma,Oklahoma City,Women's Apparel,75.0,375,281250.0,112500.0,0.4,Online
Kohl's,1197831,2021-12-19,South,Oklahoma,Oklahoma City,Men's Street Footwear,70.0,625,437500.0,175000.0,0.4,Online
Kohl's,1197831,2021-12-19,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,60.00000000000001,425,255000.00000000003,89250.0,0.35,Online
Kohl's,1197831,2021-12-19,South,Oklahoma,Oklahoma City,Women's Street Footwear,60.00000000000001,375,225000.00000000003,90000.00000000001,0.4,Online
Kohl's,1197831,2021-12-19,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,60.00000000000001,325,195000.00000000003,78000.00000000001,0.4,Online
Kohl's,1197831,2021-12-19,South,Oklahoma,Oklahoma City,Men's Apparel,70.0,325,227500.0,79625.0,0.35,Online
Kohl's,1197831,2021-12-19,South,Oklahoma,Oklahoma City,Women's Apparel,75.0,425,318750.0,127500.0,0.4,Online
Kohl's,1197831,2021-01-16,South,Oklahoma,Oklahoma City,Men's Street Footwear,25.000000000000007,550,137500.00000000003,48125.00000000001,0.35,Online
Kohl's,1197831,2021-01-16,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,25.000000000000007,350,87500.00000000003,30625.000000000007,0.35,Online
Kohl's,1197831,2021-01-16,South,Oklahoma,Oklahoma City,Women's Street Footwear,15.000000000000007,350,52500.00000000002,18375.000000000007,0.35,Online
Kohl's,1197831,2021-01-16,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,20.0,200,40000.0,14000.0,0.35,Online
Kohl's,1197831,2021-01-16,South,Oklahoma,Oklahoma City,Men's Apparel,35.0,250,87500.0,30624.999999999996,0.35,Online
Kohl's,1197831,2021-01-16,South,Oklahoma,Oklahoma City,Women's Apparel,25.000000000000007,350,87500.00000000003,30625.000000000007,0.35,Online
Kohl's,1197831,2021-02-14,South,Oklahoma,Oklahoma City,Men's Street Footwear,25.000000000000007,600,150000.00000000003,52500.00000000001,0.35,Online
Kohl's,1197831,2021-02-14,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,25.000000000000007,250,62500.000000000015,21875.000000000004,0.35,Online
Kohl's,1197831,2021-02-14,South,Oklahoma,Oklahoma City,Women's Street Footwear,15.000000000000007,300,45000.00000000002,15750.000000000007,0.35,Online
Kohl's,1197831,2021-10-21,South,Oklahoma,Oklahoma City,Women's Apparel,29.0,91,2639.0,1451.45,0.55,Online
Kohl's,1197831,2021-11-20,South,Oklahoma,Oklahoma City,Men's Street Footwear,23.0,133,3059.0,1651.8600000000001,0.54,Online
Kohl's,1197831,2021-11-20,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,14.0,78,1092.0,513.24,0.47,Online
Kohl's,1197831,2021-11-20,South,Oklahoma,Oklahoma City,Women's Street Footwear,23.0,74,1702.0,919.08,0.54,Online
Kohl's,1197831,2021-11-20,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,52.0,75,3900.0,2067.0,0.53,Online
