Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
Foot Locker,1185732,2021-06-04,Midwest,Illinois,Chicago,Men's Apparel,54.99999999999999,175,96249.99999999999,33687.49999999999,0.35,Outlet
Foot Locker,1185732,2021-06-05,Midwest,Illinois,Chicago,Women's Apparel,45.0,275,123750.0,61875.0,0.5,Outlet
Foot Locker,1185732,2021-06-06,Midwest,Illinois,Chicago,Men's Street Footwear,45.0,525,236250.0,94500.0,0.4,Outlet
Foot Locker,1185732,2021-06-07,Midwest,Illinois,Chicago,Men's Athletic Footwear,45.0,175,78750.0,27562.5,0.35,Outlet
Foot Locker,1185732,2021-06-08,Midwest,Illinois,Chicago,Women's Street Footwear,35.0,225,78750.0,27562.5,0.35,Outlet
Foot Locker,1185732,2021-06-09,Midwest,Illinois,Chicago,Women's Athletic Footwear,40.0,100,40000.0,16000.0,0.4,Outlet
Foot Locker,1185732,2021-06-10,Midwest,Illinois,Chicago,Men's Apparel,54.99999999999999,175,96249.99999999999,33687.49999999999,0.35,Outlet
Foot Locker,1185732,2021-06-11,Midwest,Illinois,Chicago,Women's Apparel,45.0,275,123750.0,61875.0,0.5,Outlet
Foot Locker,1185732,2021-06-12,Midwest,Illinois,Chicago,Men's Street Footwear,50.0,495,247500.0,99000.0,0.4,Outlet
Foot Locker,1185732,2021-06-13,Midwest,Illinois,Chicago,Men's Athletic Footwear,50.0,200,100000.0,35000.0,0.35,Outlet
Foot Locker,1185732,2021-06-14,Midwest,Illinois,Chicago,Women's Street Footwear,40.0,225,90000.0,31499.999999999996,0.35,Outlet
Foot Locker,1185732,2021-06-15,Midwest,Illinois,Chicago,Women's Athletic Footwear,45.0,75,33750.0,13500.0,0.4,Outlet
Foot Locker,1185732,2021-06-16,Midwest,Illinois,Chicago,Men's Apparel,60.0,125,75000.0,26250.0,0.35,Outlet
Foot Locker,1185732,2021-06-17,Midwest,Illinois,Chicago,Women's Apparel,50.0,225,112500.0,56250.0,0.5,Outlet
Foot Locker,1185732,2021-06-18,Midwest,Illinois,Chicago,Men's Street Footwear,50.0,450,225000.0,90000.0,0.4,Outlet
Foot Locker,1185732,2021-06-19,Midwest,Illinois,Chicago,Men's Athletic Footwear,50.0,150,75000.0,26250.0,0.35,Outlet
Foot Locker,1185732,2021-06-20,Midwest,Illinois,Chicago,Women's Street Footwear,40.0,150,60000.0,21000.0,0.35,Outlet
Foot Locker,1185732,2021-06-21,Midwest,Illinois,Chicago,Women's Athletic Footwear,45.0,75,33750.0,13500.0,0.4,Outlet
Foot Locker,1185732,2021-06-22,Midwest,Illinois,Chicago,Men's Apparel,60.0,100,60000.0,21000.0,0.35,Outlet
Foot Locker,1185732,2021-06-23,Midwest,Illinois,Chicago,Women's Apparel,50.0,225,112500.0,56250.0,0.5,Outlet
Foot Locker,1185732,2021-06-24,Midwest,Illinois,Chicago,Men's Street Footwear,60.0,495,297000.0,118800.0,0.4,Outlet
Foot Locker,1185732,2021-06-25,Midwest,Illinois,Chicago,Men's Athletic Footwear,55.00000000000001,200,110000.00000000001,38500.0,0.35,Outlet
Foot Locker,1185732,2021-06-26,Midwest,Illinois,Chicago,Women's Street Footwear,50.0,175,87500.0,30624.999999999996,0.35,Outlet
Foot Locker,1185732,2021-06-27,Midwest,Illinois,Chicago,Women's Athletic Footwear,50.0,100,50000.0,20000.0,0.4,Outlet
Foot Locker,1185732,2021-06-28,Midwest,Illinois,Chicago,Men's Apparel,60.0,125,75000.0,26250.0,0.35,Outlet
Foot Locker,1185732,2021-06-29,Midwest,Illinois,Chicago,Women's Apparel,65.0,250,162500.0,81250.0,0.5,Outlet
Foot Locker,1185732,2021-06-30,Midwest,Illinois,Chicago,Men's Street Footwear,50.0,500,250000.0,100000.0,0.4,Outlet
Foot Locker,1185732,2021-07-01,Midwest,Illinois,Chicago,Men's Athletic Footwear,45.00000000000001,250,112500.00000000001,39375.0,0.35,Outlet
Foot Locker,1185732,2021-07-02,Midwest,Illinois,Chicago,Women's Street Footwear,40.0,200,80000.0,28000.0,0.35,Outlet
Foot Locker,1185732,2021-07-03,Midwest,Illinois,Chicago,Women's Athletic Footwear,40.0,175,70000.0,28000.0,0.4,Outlet
Foot Locker,1185732,2021-07-04,Midwest,Illinois,Chicago,Men's Apparel,50.0,175,87500.0,30624.999999999996,0.35,Outlet
Foot Locker,1185732,2021-07-05,Midwest,Illinois,Chicago,Women's Apparel,55.00000000000001,350,192500.00000000003,96250.00000000001,0.5,Outlet
Foot Locker,1185732,2021-07-06,Midwest,Illinois,Chicago,Men's Street Footwear,50.0,575,287500.0,115000.0,0.4,Outlet
Foot Locker,1185732,2021-07-07,Midwest,Illinois,Chicago,Men's Athletic Footwear,45.00000000000001,325,146250.00000000003,51187.50000000001,0.35,Outlet
Foot Locker,1185732,2021-07-08,Midwest,Illinois,Chicago,Women's Street Footwear,40.0,250,100000.0,35000.0,0.35,Outlet
Foot Locker,1185732,2021-07-09,Midwest,Illinois,Chicago,Women's Athletic Footwear,40.0,200,80000.0,32000.0,0.4,Outlet
Foot Locker,1185732,2021-07-10,Midwest,Illinois,Chicago,Men's Apparel,50.0,225,112500.0,39375.0,0.35,Outlet
Foot Locker,1185732,2021-07-11,Midwest,Illinois,Chicago,Women's Apparel,55.00000000000001,400,220000.00000000003,110000.00000000001,0.5,Outlet
Foot Locker,1185732,2021-07-12,Midwest,Illinois,Chicago,Men's Street Footwear,50.0,550,275000.0,110000.0,0.4,Outlet
Foot Locker,1185732,2021-07-13,Midwest,Illinois,Chicago,Men's Athletic Footwear,45.00000000000001,325,146250.00000000003,51187.50000000001,0.35,Outlet
Foot Locker,1185732,2021-07-14,Midwest,Illinois,Chicago,Women's Street Footwear,40.0,250,100000.0,35000.0,0.35,Outlet
Foot Locker,1185732,2021-07-15,Midwest,Illinois,Chicago,Women's Athletic Footwear,40.0,225,90000.0,36000.0,0.4,Outlet
Foot Locker,1185732,2021-07-16,Midwest,Illinois,Chicago,Men's Apparel,50.0,200,100000.0,35000.0,0.35,Outlet
Foot Locker,1185732,2021-07-17,Midwest,Illinois,Chicago,Women's Apparel,55.00000000000001,375,206250.00000000003,103125.00000000001,0.5,Outlet
Foot Locker,1185732,2021-07-18,Midwest,Illinois,Chicago,Men's Street Footwear,50.0,500,250000.0,100000.0,0.4,Outlet
Foot Locker,1185732,2021-07-19,Midwest,Illinois,Chicago,Men's Athletic Footwear,45.00000000000001,300,135000.00000000003,47250.00000000001,0.35,Outlet
Foot Locker,1185732,2021-07-20,Midwest,Illinois,Chicago,Women's Street Footwear,40.0,200,80000.0,28000.0,0.35,Outlet
Foot Locker,1185732,2021-07-21,Midwest,Illinois,Chicago,Women's Athletic Footwear,40.0,175,70000.0,28000.0,0.4,Outlet
Foot Locker,1185732,2021-07-22,Midwest,Illinois,Chicago,Men's Apparel,50.0,175,87500.0,30624.999999999996,0.35,Outlet
Foot Locker,1185732,2021-07-23,Midwest,Illinois,Chicago,Women's Apparel,55.00000000000001,250,137500.00000000003,68750.00000000001,0.5,Outlet
Foot Locker,1185732,2021-07-24,Midwest,Illinois,Chicago,Men's Street Footwear,60.0,425,255000.0,102000.0,0.4,Outlet
Foot Locker,1185732,2021-07-25,Midwest,Illinois,Chicago,Men's Athletic Footwear,50.0,250,125000.0,43750.0,0.35,Outlet
Foot Locker,1185732,2021-07-26,Midwest,Illinois,Chicago,Women's Street Footwear,50.0,150,75000.0,26250.0,0.35,Outlet
Foot Locker,1185732,2021-07-27,Midwest,Illinois,Chicago,Women's Athletic Footwear,50.0,125,62500.0,25000.0,0.4,Outlet
Foot Locker,1185732,2021-07-28,Midwest,Illinois,Chicago,Men's Apparel,60.0,125,75000.0,26250.0,0.35,Outlet
Foot Locker,1185732,2021-07-29,Midwest,Illinois,Chicago,Women's Apparel,64.99999999999999,250,162499.99999999997,81249.99999999999,0.5,Outlet
Foot Locker,1185732,2021-07-30,Midwest,Illinois,Chicago,Men's Street Footwear,60.0,400,240000.0,96000.0,0.4,Outlet
Foot Locker,1185732,2021-07-31,Midwest,Illinois,Chicago,Men's Athletic Footwear,50.0,250,125000.0,43750.0,0.35,Outlet
Foot Locker,1185732,2021-08-01,Midwest,Illinois,Chicago,Women's Street Footwear,50.0,195,97500.0,34125.0,0.35,Outlet
Foot Locker,1185732,2021-08-02,Midwest,Illinois,Chicago,Women's Athletic Footwear,50.0,175,87500.0,35000.0,0.4,Outlet
Foot Locker,1185732,2021-08-03,Midwest,Illinois,Chicago,Men's Apparel,60.0,150,90000.0,31499.999999999996,0.35,Outlet
Foot Locker,1185732,2021-08-04,Midwest,Illinois,Chicago,Women's Apparel,64.99999999999999,250,162499.99999999997,81249.99999999999,0.5,Outlet
Foot Locker,1185732,2021-08-05,Midwest,Illinois,Chicago,Men's Street Footwear,60.0,500,300000.0,120000.0,0.4,Outlet
Foot Locker,1185732,2021-08-06,Midwest,Illinois,Chicago,Men's Athletic Footwear,50.0,300,150000.0,52500.0,0.35,Outlet
Foot Locker,1185732,2021-08-07,Midwest,Illinois,Chicago,Women's Street Footwear,50.0,250,125000.0,43750.0,0.35,Outlet
Foot Locker,1185732,2021-08-08,Midwest,Illinois,Chicago,Women's Athletic Footwear,50.0,200,100000.0,40000.0,0.4,Outlet
Foot Locker,1185732,2021-08-09,Midwest,Illinois,Chicago,Men's Apparel,60.0,200,120000.0,42000.0,0.35,Outlet
Foot Locker,1185732,2021-08-10,Midwest,Illinois,Chicago,Women's Apparel,64.99999999999999,300,194999.99999999997,97499.99999999999,0.5,Outlet
Foot Locker,1185732,2020-10-21,Midwest,Minnesota,Minneapolis,Men's Apparel,44.99999999999999,150,67499.99999999999,20249.999999999996,0.3,In-store
Foot Locker,1185732,2020-10-22,Midwest,Minnesota,Minneapolis,Women's Apparel,35.0,250,87500.0,39375.0,0.45,In-store
Foot Locker,1185732,2020-10-23,Midwest,Minnesota,Minneapolis,Men's Street Footwear,35.0,500,175000.0,61250.00000000001,0.35000000000000003,In-store
Foot Locker,1185732,2020-10-24,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,35.0,150,52500.0,15750.0,0.3,In-store
Foot Locker,1185732,2020-10-25,Midwest,Minnesota,Minneapolis,Women's Street Footwear,25.0,200,50000.0,15000.0,0.3,In-store
Foot Locker,1185732,2020-10-26,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,30.000000000000004,75,22500.000000000004,7875.000000000002,0.35000000000000003,In-store
Foot Locker,1185732,2020-10-27,Midwest,Minnesota,Minneapolis,Men's Apparel,44.99999999999999,150,67499.99999999999,20249.999999999996,0.3,In-store
Foot Locker,1185732,2020-10-28,Midwest,Minnesota,Minneapolis,Women's Apparel,35.0,225,78750.0,35437.5,0.45,In-store
Foot Locker,1185732,2020-10-29,Midwest,Minnesota,Minneapolis,Men's Street Footwear,40.0,445,178000.0,62300.00000000001,0.35000000000000003,In-store
Foot Locker,1185732,2020-10-30,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,40.0,125,50000.0,15000.0,0.3,In-store
Foot Locker,1185732,2020-10-31,Midwest,Minnesota,Minneapolis,Women's Street Footwear,30.000000000000004,175,52500.00000000001,15750.000000000002,0.3,In-store
Foot Locker,1185732,2020-11-01,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,35.0,25,8750.0,3062.5000000000005,0.35000000000000003,In-store
Foot Locker,1185732,2020-11-02,Midwest,Minnesota,Minneapolis,Men's Apparel,50.0,75,37500.0,11250.0,0.3,In-store
Foot Locker,1185732,2020-11-03,Midwest,Minnesota,Minneapolis,Women's Apparel,40.0,175,70000.0,31500.0,0.45,In-store
