Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
West Gear,1197831,2021-03-06,West,Idaho,Boise,Men's Apparel,40.0,250,100000.0,30000.0,0.3,Online
West Gear,1197831,2021-03-06,West,Idaho,Boise,Women's Apparel,35.0,400,140000.0,70000.0,0.5,Online
West Gear,1197831,2021-04-05,West,Idaho,Boise,Men's Street Footwear,20.0,650,130000.0,45500.0,0.35,Online
West Gear,1197831,2021-04-05,West,Idaho,Boise,Men's Athletic Footwear,30.000000000000004,650,195000.00000000003,68250.0,0.35,Online
West Gear,1197831,2021-04-05,West,Idaho,Boise,Women's Street Footwear,24.999999999999996,475,118749.99999999999,41562.49999999999,0.35,Online
West Gear,1197831,2021-04-05,West,Idaho,Boise,Women's Athletic Footwear,30.000000000000004,375,112500.00000000001,50625.00000000001,0.45,Online
West Gear,1197831,2021-04-05,West,Idaho,Boise,Men's Apparel,35.0,275,96250.0,28875.0,0.3,Online
West Gear,1197831,2021-04-05,West,Idaho,Boise,Women's Apparel,30.000000000000004,550,165000.00000000003,82500.00000000001,0.5,Online
West Gear,1197831,2021-05-05,West,Idaho,Boise,Men's Street Footwear,20.0,700,140000.0,49000.0,0.35,Online
West Gear,1197831,2021-05-05,West,Idaho,Boise,Men's Athletic Footwear,30.000000000000004,725,217500.00000000003,76125.0,0.35,Online
West Gear,1197831,2021-05-05,West,Idaho,Boise,Women's Street Footwear,24.999999999999996,575,143749.99999999997,50312.499999999985,0.35,Online
West Gear,1197831,2021-05-05,West,Idaho,Boise,Women's Athletic Footwear,35.0,500,175000.0,78750.0,0.45,Online
West Gear,1197831,2021-05-05,West,Idaho,Boise,Men's Apparel,50.0,400,200000.0,60000.0,0.3,Online
West Gear,1197831,2021-05-05,West,Idaho,Boise,Women's Apparel,45.0,750,337500.0,168750.0,0.5,Online
West Gear,1197831,2021-06-04,West,Idaho,Boise,Men's Street Footwear,45.0,750,337500.0,118124.99999999999,0.35,Online
West Gear,1197831,2021-06-04,West,Idaho,Boise,Men's Athletic Footwear,50.0,750,375000.0,131250.0,0.35,Online
West Gear,1197831,2021-06-04,West,Idaho,Boise,Women's Street Footwear,50.0,600,300000.0,105000.0,0.35,Online
West Gear,1197831,2021-06-04,West,Idaho,Boise,Women's Athletic Footwear,50.0,550,275000.0,123750.0,0.45,Online
West Gear,1197831,2021-06-04,West,Idaho,Boise,Men's Apparel,55.00000000000001,450,247500.00000000003,74250.0,0.3,Online
West Gear,1197831,2021-06-04,West,Idaho,Boise,Women's Apparel,60.00000000000001,825,495000.00000000006,247500.00000000003,0.5,Online
West Gear,1197831,2021-07-06,West,Idaho,Boise,Men's Street Footwear,50.0,775,387500.0,155000.0,0.39999999999999997,Online
West Gear,1197831,2021-07-06,West,Idaho,Boise,Men's Athletic Footwear,55.00000000000001,775,426250.00000000006,170500.0,0.39999999999999997,Online
West Gear,1197831,2021-07-06,West,Idaho,Boise,Women's Street Footwear,50.0,925,462500.0,184999.99999999997,0.39999999999999997,Online
West Gear,1197831,2021-07-06,West,Idaho,Boise,Women's Athletic Footwear,50.0,525,262500.0,131250.0,0.5,Online
West Gear,1197831,2021-07-06,West,Idaho,Boise,Men's Apparel,55.00000000000001,525,288750.00000000006,101062.50000000001,0.35,Online
West Gear,1197831,2021-03-06,West,Idaho,Boise,Men's Apparel,37.0,75,2775.0,1248.7499999999998,0.44999999999999996,Online
