Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
Sports Direct,1185732,2021-10-08,Northeast,New Jersey,Newark,Women's Apparel,64.99999999999999,250,162499.99999999997,64999.99999999999,0.4,In-store
Sports Direct,1185732,2021-11-07,Northeast,New Jersey,Newark,Men's Street Footwear,60.0,400,240000.0,84000.0,0.35,In-store
Sports Direct,1185732,2021-11-07,Northeast,New Jersey,Newark,Men's Athletic Footwear,50.0,275,137500.0,48125.0,0.35,In-store
Sports Direct,1185732,2021-11-07,Northeast,New Jersey,Newark,Women's Street Footwear,50.0,270,135000.0,54000.0,0.4,In-store
Sports Direct,1185732,2021-11-07,Northeast,New Jersey,Newark,Women's Athletic Footwear,50.0,250,125000.0,50000.0,0.4,In-store
Sports Direct,1185732,2021-11-07,Northeast,New Jersey,Newark,Men's Apparel,60.0,225,135000.0,40500.0,0.3,In-store
Sports Direct,1185732,2021-11-07,Northeast,New Jersey,Newark,Women's Apparel,64.99999999999999,325,211249.99999999994,84499.99999999999,0.4,In-store
Sports Direct,1185732,2021-12-06,Northeast,New Jersey,Newark,Men's Street Footwear,60.0,550,330000.0,115499.99999999999,0.35,In-store
Sports Direct,1185732,2021-12-06,Northeast,New Jersey,Newark,Men's Athletic Footwear,50.0,350,175000.0,61249.99999999999,0.35,In-store
Sports Direct,1185732,2021-12-06,Northeast,New Jersey,Newark,Women's Street Footwear,50.0,325,162500.0,65000.0,0.4,In-store
Sports Direct,1185732,2021-12-06,Northeast,New Jersey,Newark,Women's Athletic Footwear,50.0,275,137500.0,55000.0,0.4,In-store
Sports Direct,1185732,2021-12-06,Northeast,New Jersey,Newark,Men's Apparel,60.0,275,165000.0,49500.0,0.3,In-store
Sports Direct,1185732,2021-12-06,Northeast,New Jersey,Newark,Women's Apparel,64.99999999999999,375,243749.99999999994,97499.99999999999,0.4,In-store
Sports Direct,1185732,2021-01-07,Northeast,New Jersey,Newark,Men's Street Footwear,40.0,500,200000.0,80000.0,0.4,In-store
Sports Direct,1185732,2021-01-07,Northeast,New Jersey,Newark,Men's Athletic Footwear,40.0,300,120000.0,48000.0,0.4,In-store
Sports Direct,1185732,2021-01-07,Northeast,New Jersey,Newark,Women's Street Footwear,30.000000000000004,300,90000.00000000001,27000.000000000004,0.3,In-store
Sports Direct,1185732,2021-01-07,Northeast,New Jersey,Newark,Women's Athletic Footwear,35.0,150,52500.0,15750.0,0.3,In-store
Sports Direct,1185732,2021-01-07,Northeast,New Jersey,Newark,Men's Apparel,50.0,200,100000.0,30000.0,0.3,In-store
Sports Direct,1185732,2021-01-07,Northeast,New Jersey,Newark,Women's Apparel,40.0,300,120000.0,42000.0,0.35,In-store
Sports Direct,1185732,2021-02-05,Northeast,New Jersey,Newark,Men's Street Footwear,40.0,550,220000.0,88000.0,0.4,In-store
Sports Direct,1185732,2021-02-05,Northeast,New Jersey,Newark,Men's Athletic Footwear,40.0,200,80000.0,32000.0,0.4,In-store
Sports Direct,1185732,2021-02-05,Northeast,New Jersey,Newark,Women's Street Footwear,30.000000000000004,250,75000.00000000001,22500.000000000004,0.3,In-store
Sports Direct,1185732,2021-10-08,Northeast,New Jersey,Newark,Women's Apparel,62.0,68,4216.0,2234.48,0.53,Online
Sports Direct,1185732,2021-11-07,Northeast,New Jersey,Newark,Men's Street Footwear,59.0,108,6372.0,3058.56,0.48,Online
Sports Direct,1185732,2021-11-07,Northeast,New Jersey,Newark,Men's Athletic Footwear,46.0,80,3680.0,1803.2,0.49,Online
Sports Direct,1185732,2021-11-07,Northeast,New Jersey,Newark,Women's Street Footwear,48.0,68,3264.0,1664.64,0.51,Online
Sports Direct,1185732,2021-11-07,Northeast,New Jersey,Newark,Women's Athletic Footwear,49.0,65,3185.0,1751.7500000000002,0.55,Online
Sports Direct,1185732,2021-11-07,Northeast,New Jersey,Newark,Men's Apparel,55.0,59,3245.0,1427.8,0.44,Online
Sports Direct,1185732,2021-11-07,Northeast,New Jersey,Newark,Women's Apparel,59.0,91,5369.0,2845.57,0.53,Online
Sports Direct,1185732,2021-12-06,Northeast,New Jersey,Newark,Men's Street Footwear,55.0,149,8195.0,3933.6,0.48,Online
Sports Direct,1185732,2021-12-06,Northeast,New Jersey,Newark,Men's Athletic Footwear,49.0,105,5145.0,2469.6,0.48,Online
Sports Direct,1185732,2021-12-06,Northeast,New Jersey,Newark,Women's Street Footwear,49.0,91,4459.0,2229.5,0.5,Online
Sports Direct,1185732,2021-12-06,Northeast,New Jersey,Newark,Women's Athletic Footwear,47.0,83,3901.0,1989.51,0.51,Online
Sports Direct,1185732,2021-12-06,Northeast,New Jersey,Newark,Men's Apparel,55.0,83,4565.0,2054.25,0.44999999999999996,Online
Sports Direct,1185732,2021-12-06,Northeast,New Jersey,Newark,Women's Apparel,59.0,101,5959.0,3217.86,0.54,Online
Sports Direct,1185732,2021-01-07,Northeast,New Jersey,Newark,Men's Street Footwear,38.0,125,4750.0,2422.5,0.51,Online
Sports Direct,1185732,2021-01-07,Northeast,New Jersey,Newark,Men's Athletic Footwear,37.0,87,3219.0,1673.88,0.52,Online
Sports Direct,1185732,2021-01-07,Northeast,New Jersey,Newark,Women's Street Footwear,28.0,90,2520.0,1008.0,0.4,Online
Sports Direct,1185732,2021-01-07,Northeast,New Jersey,Newark,Women's Athletic Footwear,33.0,42,1386.0,609.84,0.44,Online
Sports Direct,1185732,2021-01-07,Northeast,New Jersey,Newark,Men's Apparel,49.0,60,2940.0,1205.3999999999999,0.41,Online
Sports Direct,1185732,2021-01-07,Northeast,New Jersey,Newark,Women's Apparel,37.0,81,2997.0,1498.5,0.5,Online
Sports Direct,1185732,2021-02-05,Northeast,New Jersey,Newark,Men's Street Footwear,39.0,149,5811.0,2905.5,0.5,Online
Sports Direct,1185732,2021-02-05,Northeast,New Jersey,Newark,Men's Athletic Footwear,37.0,54,1998.0,999.0,0.5,Online
Sports Direct,1185732,2021-02-05,Northeast,New Jersey,Newark,Women's Street Footwear,29.0,65,1885.0,848.2499999999999,0.44999999999999996,Online
