Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
West Gear,1128299,2020-05-30,West,Washington,Seattle,Men's Apparel,55.00000000000001,250,137500.00000000003,34375.00000000001,0.25,In-store
West Gear,1128299,2020-05-31,West,Washington,Seattle,Women's Apparel,50.0,500,250000.0,50000.0,0.2,In-store
West Gear,1128299,2020-06-01,West,Washington,Seattle,Men's Street Footwear,40.0,550,220000.0,66000.0,0.3,In-store
West Gear,1128299,2020-06-02,West,Washington,Seattle,Men's Athletic Footwear,50.0,450,225000.0,56250.0,0.25,In-store
West Gear,1128299,2020-06-03,West,Washington,Seattle,Women's Street Footwear,50.0,450,225000.0,56250.0,0.25,In-store
West Gear,1128299,2020-06-04,West,Washington,Seattle,Women's Athletic Footwear,50.0,300,150000.0,45000.0,0.3,In-store
West Gear,1128299,2020-06-05,West,Washington,Seattle,Men's Apparel,55.00000000000001,225,123750.00000000001,30937.500000000004,0.25,In-store
West Gear,1128299,2020-06-06,West,Washington,Seattle,Women's Apparel,50.0,425,212500.0,42500.0,0.2,In-store
West Gear,1128299,2020-06-07,West,Washington,Seattle,Men's Street Footwear,50.0,575,287500.0,86250.0,0.3,In-store
West Gear,1128299,2020-06-08,West,Washington,Seattle,Men's Athletic Footwear,60.0,425,255000.0,63750.0,0.25,In-store
West Gear,1128299,2020-06-09,West,Washington,Seattle,Women's Street Footwear,64.99999999999999,425,276249.99999999994,69062.49999999999,0.25,In-store
West Gear,1128299,2020-06-10,West,Washington,Seattle,Women's Athletic Footwear,64.99999999999999,325,211249.99999999994,63374.99999999998,0.3,In-store
West Gear,1128299,2020-06-11,West,Washington,Seattle,Men's Apparel,70.0,175,122500.0,30625.0,0.25,In-store
West Gear,1128299,2020-06-12,West,Washington,Seattle,Women's Apparel,64.99999999999999,375,243749.99999999994,48749.99999999999,0.2,In-store
West Gear,1128299,2020-06-13,West,Washington,Seattle,Men's Street Footwear,70.0,550,385000.0,115500.0,0.3,In-store
West Gear,1128299,2020-06-14,West,Washington,Seattle,Men's Athletic Footwear,75.0,350,262500.0,65625.0,0.25,In-store
West Gear,1128299,2020-06-15,West,Washington,Seattle,Women's Street Footwear,75.0,400,300000.0,75000.0,0.25,In-store
West Gear,1128299,2020-06-16,West,Washington,Seattle,Women's Athletic Footwear,60.0,300,180000.0,54000.0,0.3,In-store
West Gear,1128299,2020-06-17,West,Washington,Seattle,Men's Apparel,65.0,200,130000.0,32500.0,0.25,In-store
West Gear,1128299,2020-06-18,West,Washington,Seattle,Women's Apparel,80.0,350,280000.0,56000.0,0.2,In-store
West Gear,1128299,2020-06-19,West,Washington,Seattle,Men's Street Footwear,60.0,550,330000.0,99000.0,0.3,In-store
West Gear,1128299,2020-06-20,West,Washington,Seattle,Men's Athletic Footwear,65.0,400,260000.0,65000.0,0.25,In-store
West Gear,1128299,2020-06-21,West,Washington,Seattle,Women's Street Footwear,65.0,400,260000.0,65000.0,0.25,In-store
West Gear,1128299,2020-06-22,West,Washington,Seattle,Women's Athletic Footwear,60.0,300,180000.0,54000.0,0.3,In-store
West Gear,1128299,2020-06-23,West,Washington,Seattle,Men's Apparel,65.0,200,130000.0,32500.0,0.25,In-store
West Gear,1128299,2020-06-24,West,Washington,Seattle,Women's Apparel,80.0,500,400000.0,80000.0,0.2,In-store
West Gear,1128299,2020-06-25,West,Washington,Seattle,Men's Street Footwear,75.0,750,562500.0,168750.0,0.3,In-store
West Gear,1128299,2020-06-26,West,Washington,Seattle,Men's Athletic Footwear,80.0,625,500000.0,125000.0,0.25,In-store
West Gear,1128299,2020-06-27,West,Washington,Seattle,Women's Street Footwear,80.0,625,500000.0,125000.0,0.25,In-store
West Gear,1128299,2020-06-28,West,Washington,Seattle,Women's Athletic Footwear,80.0,500,400000.0,120000.0,0.3,In-store
West Gear,1128299,2020-06-29,West,Washington,Seattle,Men's Apparel,85.00000000000001,375,318750.00000000006,79687.50000000001,0.25,In-store
West Gear,1128299,2020-06-30,West,Washington,Seattle,Women's Apparel,100.0,675,675000.0,135000.0,0.2,In-store
West Gear,1128299,2020-07-01,West,Washington,Seattle,Men's Street Footwear,80.0,825,660000.0,198000.0,0.3,In-store
West Gear,1128299,2020-07-02,West,Washington,Seattle,Men's Athletic Footwear,85.00000000000001,675,573750.0000000001,143437.50000000003,0.25,In-store
West Gear,1128299,2020-07-03,West,Washington,Seattle,Women's Street Footwear,85.00000000000001,625,531250.0000000001,132812.50000000003,0.25,In-store
West Gear,1128299,2020-07-04,West,Washington,Seattle,Women's Athletic Footwear,80.0,525,420000.0,126000.0,0.3,In-store
West Gear,1128299,2020-07-05,West,Washington,Seattle,Men's Apparel,85.00000000000001,575,488750.00000000006,122187.50000000001,0.25,In-store
